loss,accuracy,recall,precision,f1-score
0.587487,0.95295596,0.9048165,0.91531324,0.9100346086061677
0.55424315,0.9569811,0.91399086,0.91714615,0.9155658120676643
0.5973343,0.95245284,0.91169727,0.90649945,0.9090908974457758
0.64047134,0.9504402,0.88188076,0.91875744,0.8999414862512269
0.5969219,0.95119494,0.896789,0.92,0.908246245511395
0.58043665,0.9499371,0.9151376,0.9088838,0.9120000085636071
0.59424245,0.9509434,0.9036697,0.91415316,0.9088811778140661
0.5582002,0.95672953,0.89105505,0.9338942,0.9119718252867608
0.5386047,0.9554717,0.9025229,0.9324645,0.9172494222071594
0.6264543,0.9496855,0.92087156,0.8922222,0.9063205416835776
0.5291655,0.9544654,0.92087156,0.9187643,0.9198167175879058
0.59036046,0.9549686,0.89220184,0.9261905,0.908878546878755
0.52514803,0.9562264,0.91284406,0.9277389,0.920231215445029
0.5496661,0.95396227,0.9162844,0.9152348,0.9157593223128058
0.5308448,0.9572327,0.91284406,0.9234339,0.918108445001139
0.53465307,0.9552201,0.91399086,0.9203233,0.91714618303253
0.566444,0.9569811,0.9025229,0.9215457,0.9119351408922669
0.56859124,0.95345914,0.9082569,0.9187935,0.9134947817771512
0.64358,0.94515723,0.8956422,0.9081395,0.9018475807960137
0.62668025,0.95245284,0.91399086,0.89954853,0.9067121863604163
0.6476334,0.95220125,0.88761467,0.9127358,0.9000000096785832
0.68895715,0.9441509,0.8795872,0.90984577,0.8944606112573381
0.61382145,0.9489308,0.91857797,0.8969765,0.9076487423097079
0.6880024,0.94490564,0.9013761,0.8931818,0.8972602560120446
0.7110123,0.9431447,0.8635321,0.9149453,0.888495575317294
0.7278529,0.94566035,0.8646789,0.91172916,0.8875809479610642
0.6511148,0.95220125,0.89908254,0.9021864,0.9006317934039542
0.7283827,0.9421384,0.8956422,0.8844847,0.8900284980089065
0.5669079,0.95672953,0.89908254,0.92671394,0.9126891571829778
0.5609997,0.9552201,0.8956422,0.9297619,0.9123831489625717
0.62689173,0.9496855,0.90022933,0.9085648,0.9043778642202259
0.5355111,0.9554717,0.91169727,0.9244186,0.9180139087677083
0.6045886,0.9527044,0.88876146,0.9237187,0.9059029367063702
0.63618416,0.9552201,0.9025229,0.9077278,0.9051178374225208
0.5613964,0.9549686,0.91169727,0.9180139,0.9148446365852252
0.6311736,0.95220125,0.89908254,0.9084589,0.9037464256105011
0.59835434,0.95345914,0.896789,0.9210836,0.9087739813453649
0.530335,0.9579874,0.91857797,0.9196326,0.9191049888236557
0.60977995,0.9496855,0.91857797,0.8989899,0.9086784213661826
0.55685776,0.954717,0.9151376,0.9140893,0.9146131253688604
0.54166055,0.9552201,0.91399086,0.9203233,0.91714618303253
0.58375406,0.9554717,0.9105505,0.9136939,0.9121194817127358
0.6195592,0.95320755,0.89908254,0.9137529,0.9063583674732443
0.5769671,0.95320755,0.90022933,0.92244416,0.911201342300788
0.562308,0.95421386,0.9254587,0.90674156,0.9160045400885426
0.6143351,0.9537107,0.9048165,0.90898615,0.9068965072817061
0.72088945,0.94716984,0.8704128,0.90681005,0.888238731501109
0.6123191,0.95295596,0.8795872,0.9263285,0.9023529696474444
0.67760706,0.94515723,0.91284406,0.8844444,0.8984198916400561
0.58136797,0.9504402,0.9094037,0.9125432,0.9109707247617389
0.64930767,0.9527044,0.8738532,0.9281364,0.9001772226709962
0.5578879,0.9562264,0.9036697,0.9237984,0.9136231650928375
0.7256552,0.94566035,0.896789,0.88461536,0.890660592232238
0.5692777,0.95220125,0.92316514,0.9044944,0.9137343769659981
0.603188,0.95672953,0.88188076,0.9343864,0.907374636351861
0.618309,0.95421386,0.89105505,0.91843975,0.9045402079720112
0.74470866,0.93987423,0.9025229,0.8754171,0.8887633949299003
0.5945644,0.95320755,0.9082569,0.9113924,0.9098219679132735
0.7731695,0.9426415,0.84977067,0.9114391,0.8795252675891907
0.7892562,0.9416352,0.8474771,0.9089791,0.8771513857664444
0.6513722,0.94716984,0.9036697,0.8974943,0.9005714291518853
0.6758238,0.9446541,0.91857797,0.884106,0.9010123778572927
0.5792956,0.9572327,0.89220184,0.930622,0.9110070452944778
0.69886893,0.94490564,0.8784404,0.9086596,0.8932944810257227
0.6116347,0.95119494,0.9025229,0.9119351,0.9072045943356638
0.60888696,0.9509434,0.9071101,0.91024166,0.908673151357809
0.6215415,0.9504402,0.8979358,0.9125874,0.9052022924081955
0.5396669,0.95672953,0.9025229,0.9324645,0.9172494222071594
0.59092486,0.954717,0.9036697,0.9194866,0.9115095088621291
0.55264527,0.9549686,0.9105505,0.9221835,0.9163300747881304
0.7007475,0.9428931,0.88876146,0.8959538,0.892343155085228
0.6251057,0.9501887,0.9036697,0.9078341,0.905747097295474
0.5937072,0.9557233,0.9048165,0.9142526,0.9095100400499118
0.6890057,0.94666666,0.8795872,0.9076923,0.8934187653318514
0.6296717,0.9516981,0.88876146,0.91824645,0.9032634008221004
0.6715705,0.94591194,0.91857797,0.8831312,0.9005058983693308
0.58772475,0.9527044,0.9013761,0.91929823,0.9102489405337136
0.54398644,0.9572327,0.90022933,0.932304,0.9159859793540048
0.5997418,0.95220125,0.91284406,0.9055745,0.909194780106663
0.58669573,0.95345914,0.91972476,0.9051919,0.9124004934031574
0.6236662,0.9509434,0.896789,0.91461986,0.9056166784989514
0.6785622,0.9491824,0.8761468,0.9182692,0.896713640542235
0.6634876,0.949434,0.9048165,0.8955732,0.9001710958880753
0.6995335,0.94691825,0.9013761,0.8901472,0.8957264783443742
0.63942796,0.9544654,0.88990825,0.9161747,0.9028504811411575
0.6788045,0.9509434,0.8669725,0.92420536,0.894674564065362
0.60859686,0.95320755,0.91399086,0.90158373,0.9077448700036997
0.77218926,0.9436478,0.8956422,0.8736018,0.8844847526657621
0.6338285,0.9537107,0.8784404,0.9296116,0.9033018511124212
0.744303,0.94591194,0.8669725,0.9064748,0.886283753602621
0.70942384,0.9454088,0.88188076,0.901524,0.8915941740414197
0.60309404,0.9504402,0.9048165,0.9131944,0.9089861592321118
0.60491633,0.9562264,0.8944954,0.9208973,0.9075043805436539
0.5732248,0.9559748,0.89908254,0.92671394,0.9126891571829778
0.5747052,0.956478,0.9025229,0.92046785,0.9114070654989215
0.6520128,0.95144653,0.90022933,0.90229887,0.9012629430249582
0.640124,0.9516981,0.90022933,0.905421,0.9028177130393122
0.575293,0.956478,0.8841743,0.9379562,0.9102715678782318
0.64074856,0.95421386,0.8738532,0.93040293,0.9012418385632771
0.6845424,0.94641507,0.8979358,0.89485717,0.8963938147815891
0.66624093,0.94566035,0.91972476,0.8832599,0.9011235516662184
0.5305139,0.95924526,0.9094037,0.92532086,0.9172932278567743
0.5597526,0.95899373,0.8979358,0.9299287,0.913652279634217
0.5783019,0.95421386,0.9254587,0.90268457,0.9139297645633376
0.606142,0.9527044,0.91284406,0.9045454,0.9086757973319615
0.5825656,0.9562264,0.9059633,0.9164733,0.9111880393982712
0.5354716,0.9579874,0.9105505,0.92648774,0.9184499476105948
0.59731096,0.95421386,0.9151376,0.90784985,0.9114791515559243
0.608796,0.9544654,0.9025229,0.9119351,0.9072045943356638
0.49586764,0.9622642,0.91284406,0.9375736,0.9250436199424721
0.53850687,0.9569811,0.9036697,0.9259694,0.914683643786709
0.5492072,0.95421386,0.9105505,0.9189815,0.9147465873269393
0.5488081,0.95924526,0.9174312,0.9174312,0.9174311757087708
0.51085347,0.95974845,0.9105505,0.93302,0.9216483056367311
0.5203238,0.9607547,0.89908254,0.940048,0.9191090211487536
0.5917848,0.95421386,0.9025229,0.9183197,0.9103527891083086
0.55154455,0.9579874,0.9174312,0.9163803,0.9169054000475009
0.51492935,0.9622642,0.9013761,0.9401914,0.9203746978411057
0.64431834,0.95320755,0.88990825,0.9150943,0.9023255685086247
0.613037,0.9504402,0.9266055,0.89084893,0.9083754911938386
0.60443753,0.9509434,0.9162844,0.9028249,0.9095048672022064
0.67196983,0.9501887,0.8646789,0.9251534,0.8938944685035664
0.503678,0.9610063,0.9036697,0.94033414,0.9216373979353496
0.6708482,0.94867927,0.92431194,0.8799127,0.9015660055494761
0.5283165,0.9579874,0.91972476,0.91867125,0.9191976747261412
0.65984213,0.9516981,0.8841743,0.9145908,0.8991253655458719
0.50971943,0.96025157,0.9174312,0.9259259,0.9216589699654467
0.67658055,0.9489308,0.9071101,0.89177,0.8993746432214109
0.6202833,0.9537107,0.90022933,0.91067284,0.9054210049848425
0.5624692,0.9574843,0.9082569,0.9209302,0.9145496149466075
0.57184166,0.9559748,0.9162844,0.91314286,0.9147109238026745
0.5519115,0.95949686,0.9048165,0.9271445,0.9158444504400056
0.70099854,0.9484277,0.8738532,0.91039425,0.8917495819971423
0.562316,0.95672953,0.8979358,0.92772514,0.9125874356006913
0.6904346,0.9444025,0.9082569,0.8849162,0.8964346311173508
0.4649815,0.9612579,0.9277523,0.92881745,0.9282845779591672
0.5969755,0.95672953,0.88761467,0.93028843,0.9084507148800659
0.56416976,0.95949686,0.91972476,0.91032916,0.9150028439903898
0.5352536,0.95899373,0.9288991,0.9111361,0.9199318612567812
0.5766479,0.95773584,0.88876146,0.9326113,0.9101585280978677
0.5013693,0.9622642,0.9036697,0.94258374,0.9227166559820836
0.59253913,0.9544654,0.9162844,0.9058957,0.9110604618505388
0.46632317,0.9620126,0.92431194,0.9339513,0.929106625864047
0.522313,0.9615094,0.9036697,0.9347568,0.9189503998037772
0.50033945,0.96050316,0.92201835,0.92626727,0.9241378941248055
0.630458,0.9506918,0.9082569,0.9030787,0.9056603801391564
0.59419495,0.9559748,0.9013761,0.91929823,0.9102489405337136
0.4916253,0.96427673,0.91169727,0.9408284,0.9260337513764075
0.5550532,0.958239,0.91857797,0.9143836,0.916475980634484
0.505131,0.9630189,0.9174312,0.9313155,0.9243211922962083
0.56296736,0.9554717,0.9094037,0.9199536,0.9146482125692524
0.5670986,0.95874214,0.9048165,0.92172897,0.9131944400190652
0.5652528,0.95672953,0.91857797,0.9102273,0.9143835983379572
0.6043931,0.95345914,0.9048165,0.9121387,0.9084628504485766
0.5755472,0.954717,0.9025229,0.9237089,0.9129930299814182
0.5238747,0.96025157,0.92201835,0.91990846,0.9209621981500735
0.4989982,0.96050316,0.9334862,0.9166667,0.9249999727986081
0.46367842,0.96553457,0.91972476,0.9380117,0.9287782288457425
0.49575314,0.96050316,0.92316514,0.92316514,0.9231651425361633
0.5297276,0.9610063,0.92087156,0.9187643,0.9198167175879058
0.5861599,0.9574843,0.9094037,0.91464823,0.9120184484760994
0.5709775,0.9572327,0.9094037,0.9178241,0.9135944539705888
0.5540873,0.9552201,0.91399086,0.91714615,0.9155658120676643
0.5840035,0.956478,0.9162844,0.9079546,0.9121004304705714
0.507681,0.9632704,0.9174312,0.92915213,0.9232544249482955
0.59046644,0.956478,0.8944954,0.9252669,0.9096210073952766
0.5277176,0.961761,0.9151376,0.9257541,0.9204152466369588
0.51450706,0.96050316,0.9277523,0.9193182,0.9235160313938917
0.50346565,0.9630189,0.9036697,0.94145757,0.9221766684473853
0.48523378,0.96427673,0.92201835,0.93163383,0.9268011205467601
0.51692635,0.9607547,0.9151376,0.9289872,0.9220103907980147
0.44970083,0.9637736,0.93233943,0.93233943,0.9323394298553467
0.58059734,0.9574843,0.9071101,0.9176334,0.9123414105877102
0.51674014,0.9607547,0.91399086,0.92782307,0.920855020300559
0.4402441,0.96578616,0.92087156,0.93918127,0.9299362947930346
0.46207443,0.9672956,0.9162844,0.9411072,0.9285299274199316
0.57808584,0.9574843,0.9094037,0.91570437,0.9125431499469125
0.46957982,0.96528304,0.93119264,0.928,0.929593563623383
0.5479398,0.9569811,0.9162844,0.9173364,0.9168100915397777
0.5256685,0.9620126,0.9036697,0.935867,0.9194866193930387
0.5603491,0.95924526,0.9105505,0.9179191,0.9142199694677475
0.4565424,0.96553457,0.9254587,0.9340278,0.929723485962838
0.59707063,0.9562264,0.9105505,0.90950745,0.9100286952208689
0.49805167,0.9627673,0.9162844,0.93015134,0.923165761746471
0.47053698,0.963522,0.93004584,0.9289805,0.9295128511753588
0.5051647,0.96050316,0.92431194,0.9232532,0.9237822240834221
0.55213386,0.95974845,0.9013761,0.9301775,0.9155503367555499
0.5153857,0.9607547,0.9025229,0.9380215,0.9199298413470361
0.47115856,0.96503145,0.92087156,0.93372095,0.9272517082888801
0.50012225,0.961761,0.9277523,0.92246294,0.9251000973034132
0.4993366,0.9625157,0.91857797,0.9303136,0.9244085627161258
0.49582374,0.9612579,0.9151376,0.93552166,0.9252173654910422
0.5246908,0.9579874,0.91399086,0.92674416,0.9203233590595351
0.4573862,0.96679246,0.9369266,0.9273553,0.932116376592946
0.56064314,0.95672953,0.91857797,0.9133409,0.9159519320580382
0.61610985,0.9544654,0.896789,0.91569084,0.9061413659990963
0.6293724,0.9527044,0.88761467,0.92142856,0.9042056263903997
0.54697245,0.95949686,0.9151376,0.9204152,0.9177688186100736
0.51688427,0.9627673,0.9277523,0.9172336,0.9224629363886786
0.6224774,0.95295596,0.8979358,0.9125874,0.9052022924081955
0.61034024,0.9562264,0.8944954,0.9208973,0.9075043805436539
0.50928587,0.963522,0.8979358,0.9445115,0.9206349417483559
0.597188,0.9552201,0.91399086,0.9087799,0.9113779088695985
0.52641696,0.95924526,0.93119264,0.91235954,0.9216799196210582
0.5631765,0.9574843,0.91169727,0.9180139,0.9148446365852252
0.48300216,0.9625157,0.9071101,0.9473054,0.926772142530166
0.5300013,0.9610063,0.92431194,0.91904217,0.9216695203926363
0.5646913,0.95949686,0.9082569,0.9187935,0.9134947817771512
0.48161352,0.963522,0.91284406,0.9397875,0.9261198606528368
0.6730136,0.9509434,0.9059633,0.89366513,0.8997721673338531
0.45720914,0.96528304,0.9254587,0.9372822,0.9313329132570239
0.49530268,0.96402514,0.91284406,0.9375736,0.9250436199424721
0.56173795,0.9612579,0.8944954,0.9352518,0.9144196904056253
0.43225044,0.96779877,0.93233943,0.93555814,0.9339460416715963
0.6368867,0.95220125,0.93233943,0.88273615,0.9068599668369213
0.557048,0.95874214,0.9059633,0.92505854,0.9154113828578488
0.5356111,0.9620126,0.88990825,0.94634145,0.9172576778019467
0.60015637,0.9559748,0.8956422,0.9220779,0.9086677966564841
0.61166465,0.9552201,0.91857797,0.9,0.9091940494906643
0.5281683,0.961761,0.9151376,0.9257541,0.9204152466369588
0.6030004,0.9549686,0.9025229,0.9161816,0.9093009536525852
0.5441219,0.95974845,0.9071101,0.92840374,0.9176334022366086
0.4866497,0.9630189,0.9334862,0.9218573,0.9276352866174092
0.64574814,0.95320755,0.91284406,0.894382,0.9035187295565728
0.54119843,0.95949686,0.9071101,0.92840374,0.9176334022366086
0.63785213,0.95295596,0.8956422,0.9123832,0.9039352351214507
0.46247396,0.96603775,0.91972476,0.940211,0.929855057575592
0.60646105,0.9544654,0.9036697,0.912037,0.9078340854791404
0.434577,0.967044,0.9266055,0.9395349,0.9330254524018083
0.59670717,0.9562264,0.9048165,0.9110854,0.9079401168612969
0.48449463,0.9610063,0.91972476,0.9325581,0.9260969835530695
0.47873548,0.96402514,0.91857797,0.93356645,0.9260115331145499
0.5466836,0.9615094,0.9151376,0.92147803,0.9182968964457686
0.47392547,0.96477985,0.9174312,0.93786633,0.9275361817346113
0.46393672,0.96578616,0.91972476,0.940211,0.929855057575592
0.58497196,0.9569811,0.9094037,0.91464823,0.9120184484760994
0.42929423,0.9683019,0.93004584,0.94083524,0.9354094290281709
0.4676305,0.96503145,0.92316514,0.93604654,0.9295612177723863
0.5128446,0.961761,0.92431194,0.9232532,0.9237822240834221
0.5097234,0.9607547,0.9071101,0.93720376,0.9219114107587679
0.54442865,0.95899373,0.8956422,0.9353293,0.9150556818334954
0.4925968,0.9620126,0.93004584,0.92263937,0.9263278021286449
0.48455742,0.9645283,0.93233943,0.9207248,0.9264956906997517
0.5789953,0.95773584,0.89220184,0.9328537,0.9120749939188729
0.51578295,0.9632704,0.91857797,0.92601156,0.9222798170288368
0.50540704,0.9637736,0.93004584,0.9195011,0.924743455270218
0.5165319,0.9612579,0.9151376,0.9289872,0.9220103907980147
0.5620532,0.9607547,0.9036697,0.92488265,0.9141531376026476
0.5352693,0.9620126,0.9013761,0.93682957,0.9187609526720122
0.47098857,0.9637736,0.92201835,0.93597203,0.9289427952925952
0.563786,0.95874214,0.9082569,0.9209302,0.9145496149466075
0.44576493,0.9665409,0.91857797,0.9456907,0.9319371752887052
0.4816015,0.9630189,0.9277523,0.9256293,0.9266896009609115
0.45950454,0.9665409,0.92431194,0.9372093,0.9307159429183003
0.42831442,0.96679246,0.9277523,0.9417928,0.9347198283944447
0.43088138,0.9698113,0.9254587,0.94385964,0.9345686170191678
0.43898672,0.96603775,0.93119264,0.93656284,0.9338700458911493
0.4339288,0.96578616,0.9334862,0.93563217,0.934557934544722
0.46932864,0.967044,0.93233943,0.92808217,0.9302058981630876
0.44899362,0.96578616,0.92201835,0.94145197,0.9316338240495995
0.51912296,0.9607547,0.91399086,0.9289044,0.9213872909963319
0.41457492,0.9685535,0.9334862,0.93886966,0.9361701701034728
0.445742,0.9685535,0.93119264,0.93226177,0.9317269238507687
0.4838436,0.9645283,0.91284406,0.9397875,0.9261198606528368
0.41706625,0.968805,0.9472477,0.92913383,0.9381033262175414
0.47211796,0.96503145,0.9266055,0.9308756,0.9287356528682711
0.42827317,0.9672956,0.9357798,0.9357798,0.9357798099517822
0.3566821,0.97257864,0.9392202,0.9523256,0.9457274865524004
0.48915914,0.96578616,0.9162844,0.9345029,0.9253039725669014
0.5061056,0.9615094,0.9174312,0.92807424,0.9227219890158391
0.520699,0.9607547,0.9162844,0.9258401,0.9210374468118926
0.42518327,0.9693082,0.9380734,0.93485713,0.9364625018197809
0.5164168,0.9620126,0.91972476,0.926097,0.9228998699274499
0.573956,0.95899373,0.89908254,0.92671394,0.9126891571829778
0.38524324,0.9690566,0.9380734,0.9434833,0.9407705377364238
0.5061916,0.9625157,0.93119264,0.9154453,0.923251839095464
0.45898634,0.967044,0.92201835,0.9403509,0.9310943601593755
0.45408154,0.96528304,0.91972476,0.94242066,0.9309344027058787
0.57928497,0.95874214,0.9048165,0.9185099,0.9116118147520619
0.45605645,0.96679246,0.9334862,0.92710704,0.930285664098468
0.4381098,0.9675472,0.9334862,0.9334862,0.9334862232208252
0.52347547,0.9622642,0.91284406,0.9277389,0.920231215445029
0.5266841,0.9607547,0.91284406,0.9266589,0.9196995897508218
0.49409625,0.9665409,0.9254587,0.92652124,0.9259896806752894
0.599171,0.9574843,0.89908254,0.9212691,0.9100406541214611
0.42429093,0.97031444,0.92431194,0.947121,0.9355774512493076
0.483733,0.9620126,0.92316514,0.9306358,0.9268853933239009
0.5213649,0.9622642,0.91169727,0.9309133,0.9212050993960565
0.4689518,0.9627673,0.91399086,0.9431953,0.9283634779081064
0.5131904,0.9610063,0.9288991,0.91940975,0.9241301008899165
0.4653845,0.9637736,0.934633,0.9261364,0.9303652968533638
0.42604804,0.9690566,0.92087156,0.94917256,0.9348079043002749
0.5003147,0.963522,0.9059633,0.93935794,0.9223584787611835
0.39912748,0.9675472,0.9369266,0.9423299,0.9396204756302611
0.45798588,0.96603775,0.9369266,0.92630386,0.9315849519819939
0.503534,0.96402514,0.9105505,0.9363208,0.9232558355078689
0.5171935,0.9632704,0.8944954,0.9477521,0.9203540160005982
0.5135319,0.9625157,0.92201835,0.92413795,0.9230769029815176
0.5022221,0.96427673,0.91857797,0.9292343,0.9238754198079405
0.5133003,0.9645283,0.91284406,0.933177,0.9228985499112194
0.4980072,0.9637736,0.92431194,0.9264368,0.9253731093215315
0.4157892,0.9700629,0.9288991,0.9451575,0.9369578233141495
0.40744886,0.97031444,0.93004584,0.9474299,0.9386573874574302
0.5230135,0.961761,0.9266055,0.9160998,0.9213227365486788
0.44859606,0.96603775,0.93004584,0.9343318,0.9321838825529232
0.46669906,0.96578616,0.9174312,0.9411765,0.9291521416790669
0.46547428,0.96779877,0.9162844,0.942217,0.9290697321497221
0.42445865,0.9683019,0.9369266,0.93585336,0.9363896751771025
0.38332364,0.97157234,0.9357798,0.9455388,0.9406340326260297
0.4284394,0.9693082,0.92431194,0.9460094,0.9350348411663792
0.421109,0.9700629,0.93119264,0.9419954,0.9365628594785143
0.45281687,0.96578616,0.91972476,0.94242066,0.9309344027058787
0.39239073,0.97031444,0.9334862,0.94871795,0.9410404561513839
0.42913347,0.9693082,0.9392202,0.93280184,0.936000013511502
0.36933085,0.9708176,0.94266057,0.9437428,0.943201410270158
0.45570362,0.9662893,0.9254587,0.9361949,0.9307958850134725
0.5206802,0.9625157,0.9174312,0.92378753,0.9205983830840789
0.43334678,0.9680503,0.9334862,0.93563217,0.934557934544722
0.45672125,0.9680503,0.9266055,0.9351852,0.9308756193191885
0.48703048,0.9645283,0.9105505,0.9407583,0.9254079012157748
0.42191228,0.9698113,0.9277523,0.9461988,0.9368847483328008
0.41777375,0.9693082,0.93233943,0.94206256,0.9371757450023696
0.41666415,0.968805,0.9369266,0.9369266,0.9369266033172607
0.47691825,0.96528304,0.92431194,0.9328704,0.9285714718132455
0.46506914,0.9675472,0.9151376,0.9443787,0.929528221964665
0.4257248,0.9690566,0.9415138,0.93189555,0.9366800048889175
0.46688703,0.96402514,0.9277523,0.93202764,0.9298850628545029
0.47998682,0.96679246,0.91857797,0.9368421,0.9276201038805344
0.42901856,0.9685535,0.92316514,0.9470588,0.9349593093349278
0.48609218,0.9662893,0.92431194,0.92964244,0.9269695540468602
0.40519148,0.97031444,0.94495416,0.93318236,0.9390313661263843
0.4705919,0.96679246,0.91857797,0.94014084,0.929234301693336
0.46157062,0.96679246,0.9277523,0.93418014,0.9309551032710972
0.38319957,0.97257864,0.934633,0.9509918,0.9427414225868904
0.36762807,0.97132075,0.9392202,0.95011604,0.9446366958734859
0.39357,0.9695597,0.9392202,0.9424626,0.9408385831725167
0.4658758,0.9680503,0.9334862,0.92710704,0.930285664098468
0.45811814,0.9665409,0.9094037,0.9497006,0.9291154111028349
0.42186865,0.9690566,0.9254587,0.9460727,0.9356521574572849
0.44005266,0.96603775,0.9461009,0.9228188,0.9343148463682299
0.42173362,0.97106916,0.9334862,0.94104046,0.9372480883969644
0.4200784,0.968805,0.93119264,0.9419954,0.9365628594785143
0.41336024,0.9690566,0.940367,0.93607306,0.9382151111522902
0.4316009,0.9680503,0.93233943,0.93555814,0.9339460416715963
0.47018006,0.96603775,0.92201835,0.93271464,0.9273356522398267
0.46363246,0.9683019,0.9174312,0.94228506,0.929692070172803
0.4101651,0.9708176,0.92316514,0.9504132,0.9365910755454464
0.43130094,0.9675472,0.93004584,0.9386574,0.9343317806987813
0.43609536,0.96779877,0.9334862,0.93563217,0.934557934544722
0.4452868,0.96528304,0.9254587,0.94165695,0.9334875443397579
0.44984958,0.967044,0.9277523,0.9374276,0.9325648538846664
0.441739,0.9683019,0.93004584,0.93757224,0.9337938764934443
0.37180114,0.97232705,0.934633,0.9532164,0.9438332608789323
0.50559324,0.9632704,0.9288991,0.92045456,0.9246575557241815
0.45130706,0.96779877,0.9288991,0.93533486,0.9321058764947486
0.5086752,0.9630189,0.9174312,0.92807424,0.9227219890158391
0.49463597,0.9645283,0.9151376,0.932243,0.9236110676749425
0.37829077,0.97207546,0.9380734,0.9467593,0.9423963562995517
0.45246297,0.96578616,0.9288991,0.93533486,0.9321058764947486
0.5369651,0.961761,0.9059633,0.9327037,0.9191390702868875
0.47182745,0.96603775,0.9162844,0.942217,0.9290697321497221
0.38202268,0.97232705,0.9369266,0.94889665,0.9428736356817788
0.4643992,0.96553457,0.93119264,0.928,0.929593563623383
0.49695516,0.9645283,0.9071101,0.942789,0.924605517466916
0.40409598,0.9683019,0.92431194,0.9515939,0.9377545503960705
0.42537692,0.9685535,0.93119264,0.94090384,0.9360230219914533
0.43138644,0.9690566,0.93233943,0.9387991,0.9355580765462993
0.4679686,0.96427673,0.9288991,0.93210584,0.9304997115220826
0.47767636,0.96603775,0.9174312,0.9367682,0.9269988146910644
0.5156283,0.9632704,0.91284406,0.93099415,0.9218297758984804
0.5251274,0.9627673,0.9162844,0.9247685,0.9205068962124752
0.5254358,0.961761,0.92201835,0.91990846,0.9209621981500735
0.5438247,0.9610063,0.9151376,0.91935486,0.917241375013203
0.41045204,0.9700629,0.92316514,0.95379144,0.9382284264196314
0.41494182,0.97132075,0.91972476,0.95362663,0.9363689678224358
0.44639483,0.96679246,0.9254587,0.9394645,0.9324090268962514
0.55224633,0.95899373,0.9254587,0.90980834,0.9175668034740209
0.44017512,0.9683019,0.934633,0.93356246,0.9340974005326396
0.4563221,0.9672956,0.92316514,0.9382284,0.9306358357982067
0.44960025,0.9675472,0.9151376,0.9466192,0.9306122294566126
0.4674306,0.96578616,0.92431194,0.9350348,0.9296424542213693
0.4262705,0.967044,0.9288991,0.94186044,0.9353349026936352
0.47586763,0.96578616,0.9277523,0.92881745,0.9282845779591672
0.4349241,0.9690566,0.92316514,0.9459459,0.9344167041917996
0.5042345,0.9637736,0.89908254,0.9468599,0.922352893591093
0.3927397,0.9675472,0.94495416,0.93636364,0.9406392542395895
0.42807868,0.9695597,0.9380734,0.93166286,0.9348571673884498
0.5402198,0.9615094,0.9071101,0.93058825,0.918699193595231
0.45500165,0.967044,0.9288991,0.9342561,0.9315699216798113
0.46039212,0.967044,0.94380736,0.91852677,0.9309954780713261
0.44782212,0.9680503,0.93233943,0.93340987,0.9328743128880826
0.3845477,0.9740881,0.93004584,0.95187795,0.940835260746684
0.45069182,0.967044,0.9288991,0.93533486,0.9321058764947486
0.44662774,0.9675472,0.93119264,0.93440735,0.9327972252186618
0.44568938,0.9698113,0.93233943,0.93448275,0.933409831374715
0.5042224,0.96477985,0.9151376,0.932243,0.9236110676749425
0.5800668,0.96,0.9059633,0.91967404,0.9127671857005161
0.4065185,0.97056603,0.9254587,0.95053005,0.9378268898749672
0.53639686,0.9610063,0.92316514,0.91581345,0.9194746291302963
0.48320165,0.96477985,0.94266057,0.91333336,0.9277652286504154
0.48485515,0.9665409,0.91399086,0.9398585,0.9267441741629774
0.49375066,0.96528304,0.92431194,0.9275029,0.9259046838206275
0.46190056,0.96402514,0.9415138,0.9193729,0.930311630338399
0.5536785,0.9607547,0.9174312,0.9174312,0.9174311757087708
0.4460332,0.9685535,0.9162844,0.9489311,0.9323220039593721
0.4256542,0.97031444,0.9334862,0.9399538,0.9367088497699512
0.48093882,0.96603775,0.91284406,0.94089836,0.9266589550893084
0.45344004,0.96679246,0.9288991,0.93533486,0.9321058764947486
0.3950928,0.97232705,0.9277523,0.9540094,0.9406976463061018
0.3796338,0.9718239,0.940367,0.9447005,0.9425287504217587
0.41802052,0.9698113,0.9392202,0.936,0.9376073248525139
0.42967153,0.96779877,0.93119264,0.94090384,0.9360230219914533
0.47270903,0.9683019,0.9105505,0.94411415,0.9270286425007075
0.39195675,0.97232705,0.93004584,0.95187795,0.940835260746684
0.438427,0.9680503,0.940367,0.92865235,0.9344729820798238
0.4485313,0.96603775,0.9357798,0.92938495,0.932571415743458
0.407413,0.9700629,0.9334862,0.94431555,0.9388696614600571
0.48556843,0.96503145,0.9036697,0.9482551,0.9254256878906815
0.38546905,0.9708176,0.92431194,0.9561091,0.9399416824776488
0.40749747,0.9698113,0.940367,0.9382151,0.9392898274716788
0.45312423,0.9685535,0.9334862,0.9313501,0.9324169441670264
0.42470086,0.97031444,0.91399086,0.9567827,0.9348973692512945
0.4411055,0.968805,0.93004584,0.93757224,0.9337938764934443
0.46684515,0.96679246,0.9415138,0.9214366,0.9313670354599047
0.5031776,0.96427673,0.9151376,0.93442625,0.9246813401184358
0.43758163,0.9690566,0.92087156,0.9447059,0.9326364775784701
0.49541572,0.96503145,0.9174312,0.9334889,0.9253903858374717
0.51123524,0.9630189,0.91972476,0.92716765,0.9234312407848235
